사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2019-12,경의선,1296,계양,10,0,1,0,2020-01-03 12:38:51
2019-12,경의선,1297,검암,3,0,0,0,2020-01-03 12:38:51
2019-12,경춘선,1311,신내,"22,135","23,661","9,734","9,722",2020-01-03 12:38:51
2019-12,경춘선,1312,갈매,"65,220","53,765","18,226","16,819",2020-01-03 12:38:51
2019-12,경춘선,1313,별내,"64,172","61,169","19,050","18,062",2020-01-03 12:38:51
2019-12,경춘선,1314,퇴계원,"87,879","77,992","28,231","26,668",2020-01-03 12:38:51
2019-12,경춘선,1315,사릉,"84,718","79,945","20,546","20,105",2020-01-03 12:38:51
2019-12,경춘선,1316,금곡,"33,068","30,804","16,186","15,482",2020-01-03 12:38:51
2019-12,경춘선,1317,평내호평,"144,028","140,655","45,303","42,939",2020-01-03 12:38:51
2019-12,경춘선,1318,천마산,"32,534","28,381","18,211","18,451",2020-01-03 12:38:51
2019-12,경춘선,1319,마석,"87,206","83,431","36,200","35,380",2020-01-03 12:38:51
2019-12,경춘선,1320,대성리,"13,335","12,073","5,606","5,065",2020-01-03 12:38:51
2019-12,경춘선,1321,청평,"46,289","42,338","16,545","16,344",2020-01-03 12:38:51
2019-12,경춘선,1322,상천,"4,919","4,412","3,709","3,610",2020-01-03 12:38:51
2019-12,경춘선,1323,가평,"47,303","49,469","14,031","13,472",2020-01-03 12:38:51
2019-12,경춘선,1324,굴봉산,"2,422","2,648","1,612","1,696",2020-01-03 12:38:51
2019-12,경춘선,1325,백양리,"6,869","6,464",808,797,2020-01-03 12:38:51
2019-12,경춘선,1326,강촌,"10,802","9,398","3,608","3,581",2020-01-03 12:38:51
2019-12,경춘선,1327,김유정,"8,316","9,043","2,971","2,965",2020-01-03 12:38:51
2019-12,경춘선,1328,남춘천,"69,310","71,035","25,615","26,718",2020-01-03 12:38:51
2019-12,경춘선,1329,춘천,"39,417","35,361","17,867","14,952",2020-01-03 12:38:51
2019-12,수인선,1878,달월,"1,421","1,199",927,495,2020-01-03 12:38:51
2019-12,수인선,1879,월곶,"63,912","58,691","14,633","14,638",2020-01-03 12:38:51
2019-12,수인선,1880,소래포구,"110,006","102,879","46,571","45,205",2020-01-03 12:38:51
2019-12,수인선,1881,인천논현,"154,097","161,362","38,263","38,256",2020-01-03 12:38:51
2019-12,수인선,1882,호구포,"94,787","93,780","20,164","19,644",2020-01-03 12:38:51
2019-12,수인선,1883,남동인더스파크,"51,356","56,785","6,186","6,177",2020-01-03 12:38:51
2019-12,수인선,1884,원인재,"111,428","113,554","31,626","31,733",2020-01-03 12:38:51
2019-12,수인선,1885,연수,"132,123","132,432","32,383","32,128",2020-01-03 12:38:51
2019-12,수인선,1886,송도,"64,288","58,011","23,142","22,781",2020-01-03 12:38:51
2019-12,수인선,1888,인하대,"158,326","147,907","26,001","24,708",2020-01-03 12:38:51
2019-12,수인선,1889,숭의,"87,588","80,899","30,512","29,448",2020-01-03 12:38:51
2019-12,수인선,1890,신포,"47,242","49,374","13,933","14,447",2020-01-03 12:38:51
2019-12,수인선,1891,인천,"22,603","44,773","13,096","16,747",2020-01-03 12:38:51
2019-12,경강선,1501,판교,"123,465","125,089","13,745","11,752",2020-01-03 12:38:51
2019-12,경강선,1502,이매,"29,024","23,867","8,100","7,026",2020-01-03 12:38:51
2019-12,경강선,1503,삼동,"58,216","48,896","11,512","10,990",2020-01-03 12:38:51
2019-12,경강선,1504,경기광주,"194,858","178,717","29,979","30,407",2020-01-03 12:38:51
2019-12,경강선,1505,초월,"72,867","66,545","13,980","13,618",2020-01-03 12:38:51
2019-12,경강선,1506,곤지암,"55,949","53,897","11,924","12,211",2020-01-03 12:38:51
2019-12,경강선,1507,신둔도예촌,"37,575","32,863","6,696","6,250",2020-01-03 12:38:51
2019-12,경강선,1508,이천,"75,981","79,542","14,711","15,415",2020-01-03 12:38:51
2019-12,경강선,1509,부발,"55,315","49,846","7,367","7,011",2020-01-03 12:38:51
2019-12,경강선,1510,세종대왕릉,"6,693","6,391","3,288","3,103",2020-01-03 12:38:51
2019-12,경강선,1511,여주,"57,392","56,090","15,270","14,813",2020-01-03 12:38:51
2019-12,5호선,2511,방화,"175,014","165,057","53,489","51,736",2020-01-03 12:38:51
2019-12,5호선,2512,개화산,"141,708","133,832","38,390","36,535",2020-01-03 12:38:51
2019-12,5호선,2513,김포공항,"239,348","224,765","36,645","40,712",2020-01-03 12:38:51
2019-12,5호선,2514,송정,"185,070","170,582","55,827","53,657",2020-01-03 12:38:51
2019-12,5호선,2515,마곡,"181,143","168,903","30,264","29,167",2020-01-03 12:38:51
2019-12,5호선,2516,발산,"520,409","541,388","97,064","94,425",2020-01-03 12:38:51
2019-12,5호선,2517,우장산,"389,420","378,003","98,983","102,384",2020-01-03 12:38:51
2019-12,5호선,2518,화곡,"788,606","721,369","158,927","151,382",2020-01-03 12:38:51
2019-12,5호선,2519,까치산,"786,817","735,777","171,264","171,450",2020-01-03 12:38:51
2019-12,5호선,2520,신정(은행정),"372,998","279,306","64,312","60,646",2020-01-03 12:38:51
2019-12,5호선,2521,목동,"477,980","513,055","94,103","96,037",2020-01-03 12:38:51
2019-12,5호선,2522,오목교(목동운동장앞),"688,924","748,002","96,921","96,264",2020-01-03 12:38:51
2019-12,5호선,2523,양평,"181,295","176,690","30,856","30,478",2020-01-03 12:38:51
2019-12,5호선,2524,영등포구청,"90,885","92,916","21,312","21,154",2020-01-03 12:38:51
2019-12,5호선,2525,영등포시장,"234,623","248,206","88,696","90,830",2020-01-03 12:38:51
2019-12,5호선,2526,신길,"97,090","109,256","12,305","13,199",2020-01-03 12:38:51
2019-12,5호선,2527,여의도,"687,105","741,716","58,640","57,861",2020-01-03 12:38:51
2019-12,5호선,2528,여의나루,"216,867","225,436","28,503","27,574",2020-01-03 12:38:51
2019-12,5호선,2529,마포,"383,843","398,991","70,994","71,535",2020-01-03 12:38:51
2019-12,5호선,2530,공덕,"392,586","429,832","52,202","49,395",2020-01-03 12:38:51
2019-12,5호선,2531,애오개,"183,030","184,716","42,503","41,468",2020-01-03 12:38:51
2019-12,5호선,2532,충정로(경기대입구),"129,265","129,694","18,241","18,750",2020-01-03 12:38:51
2019-12,5호선,2533,서대문,"496,556","512,910","77,326","73,744",2020-01-03 12:38:51
2019-12,5호선,2534,광화문(세종문화회관),"1,070,749","1,128,198","136,939","134,576",2020-01-03 12:38:51
2019-12,5호선,2535,종로3가,"407,138","380,453","131,228","134,268",2020-01-03 12:38:51
2019-12,5호선,2536,을지로4가,"127,175","140,475","46,108","45,351",2020-01-03 12:38:51
2019-12,5호선,2537,동대문역사문화공원,"79,097","95,189","9,645","10,783",2020-01-03 12:38:51
2019-12,5호선,2538,청구,"99,634","94,153","29,010","23,047",2020-01-03 12:38:51
2019-12,5호선,2539,신금호,"164,889","162,445","41,340","45,802",2020-01-03 12:38:51
2019-12,5호선,2540,행당,"215,792","187,816","53,270","48,363",2020-01-03 12:38:51
2019-12,5호선,2541,왕십리(성동구청),"128,770","156,618","28,831","27,935",2020-01-03 12:38:51
2019-12,5호선,2542,마장,"154,390","151,222","49,953","49,484",2020-01-03 12:38:51
2019-12,5호선,2543,답십리,"424,850","382,094","85,688","83,097",2020-01-03 12:38:51
2019-12,5호선,2544,장한평,"478,409","474,673","107,156","108,704",2020-01-03 12:38:51
2019-12,5호선,2545,군자(능동),"313,301","347,420","43,761","47,945",2020-01-03 12:38:51
2019-12,5호선,2546,아차산(어린이대공원후문),"373,564","355,962","102,952","100,719",2020-01-03 12:38:51
2019-12,5호선,2547,광나루(장신대),"382,017","340,451","73,046","70,133",2020-01-03 12:38:51
2019-12,5호선,2548,천호(풍납토성),"499,466","512,451","148,394","157,061",2020-01-03 12:38:51
2019-12,5호선,2549,강동,"538,489","466,646","119,966","108,043",2020-01-03 12:38:51
2019-12,5호선,2550,길동,"170,400","180,774","71,228","73,717",2020-01-03 12:38:51
2019-12,5호선,2551,굽은다리(강동구민회관앞),"239,040","226,574","73,267","68,519",2020-01-03 12:38:51
2019-12,5호선,2552,명일,"212,938","214,754","72,775","75,638",2020-01-03 12:38:51
2019-12,5호선,2553,고덕,"239,334","232,230","71,562","69,302",2020-01-03 12:38:51
2019-12,5호선,2554,상일동,"383,597","317,325","88,957","83,947",2020-01-03 12:38:51
2019-12,5호선,2555,둔촌동,"214,054","217,661","69,071","70,129",2020-01-03 12:38:51
2019-12,5호선,2556,올림픽공원(한국체대),"123,652","118,655","34,728","32,115",2020-01-03 12:38:51
2019-12,5호선,2557,방이,"189,544","194,278","51,384","50,786",2020-01-03 12:38:51
2019-12,5호선,2558,오금,"93,672","93,839","19,857","19,576",2020-01-03 12:38:51
2019-12,5호선,2559,개롱,"170,734","174,316","50,460","51,667",2020-01-03 12:38:51
2019-12,5호선,2560,거여,"190,770","175,165","61,999","59,695",2020-01-03 12:38:51
2019-12,5호선,2561,마천,"117,712","115,014","52,042","54,574",2020-01-03 12:38:51
2019-12,6호선,2611,응암,"445,309","434,226","123,105","122,201",2020-01-03 12:38:51
2019-12,6호선,2612,역촌,"88,090","103,704","38,897","35,689",2020-01-03 12:38:51
2019-12,6호선,2613,불광,"118,834","121,067","42,129","34,073",2020-01-03 12:38:51
2019-12,6호선,2614,독바위,"69,921","70,575","21,278","25,233",2020-01-03 12:38:51
2019-12,6호선,2615,연신내,30,0,0,0,2020-01-03 12:38:51
2019-12,6호선,2616,구산,"191,340","128,645","56,981","58,162",2020-01-03 12:38:51
2019-12,6호선,2617,새절(신사),"342,050","317,505","95,439","96,060",2020-01-03 12:38:51
2019-12,6호선,2618,증산(명지대앞),"257,989","244,098","76,257","76,489",2020-01-03 12:38:51
2019-12,6호선,2619,디지털미디어시티,"361,887","394,645","58,754","58,724",2020-01-03 12:38:51
2019-12,6호선,2620,월드컵경기장(성산),"114,034","122,755","48,205","48,224",2020-01-03 12:38:51
2019-12,6호선,2621,마포구청,"370,302","326,378","86,897","79,081",2020-01-03 12:38:51
2019-12,6호선,2622,망원,"371,077","404,507","89,781","94,428",2020-01-03 12:38:51
2019-12,6호선,2623,합정,"425,919","408,565","44,213","40,951",2020-01-03 12:38:51
2019-12,6호선,2624,상수,"322,200","377,869","24,844","25,255",2020-01-03 12:38:51
2019-12,6호선,2625,광흥창(서강),"236,437","229,959","59,766","59,226",2020-01-03 12:38:51
2019-12,6호선,2626,대흥(서강대앞),"231,630","243,662","50,989","50,737",2020-01-03 12:38:51
2019-12,6호선,2627,공덕,"505,822","494,710","82,919","78,296",2020-01-03 12:38:51
2019-12,6호선,2628,효창공원앞,"183,887","168,000","43,174","40,552",2020-01-03 12:38:51
2019-12,6호선,2629,삼각지,"211,712","176,445","21,586","17,150",2020-01-03 12:38:51
2019-12,6호선,2630,녹사평(용산구청),"170,140","177,658","21,771","20,530",2020-01-03 12:38:51
2019-12,6호선,2631,이태원,"497,279","572,845","36,933","38,401",2020-01-03 12:38:51
2019-12,6호선,2632,한강진,"257,440","306,539","16,775","16,290",2020-01-03 12:38:51
2019-12,6호선,2633,버티고개,"60,748","54,245","15,594","17,809",2020-01-03 12:38:51
2019-12,6호선,2634,약수,"95,343","97,492","27,046","26,566",2020-01-03 12:38:51
2019-12,6호선,2635,청구,"95,692","100,289","21,183","25,363",2020-01-03 12:38:51
2019-12,6호선,2636,신당,"254,686","257,420","42,707","41,072",2020-01-03 12:38:51
2019-12,6호선,2637,동묘앞,"225,087","236,662","74,716","68,787",2020-01-03 12:38:51
2019-12,6호선,2638,창신,"95,292","76,451","19,735","18,445",2020-01-03 12:38:51
2019-12,6호선,2639,보문,"205,800","185,992","34,992","33,044",2020-01-03 12:38:51
2019-12,6호선,2640,안암(고대병원앞),"393,053","388,086","38,625","36,915",2020-01-03 12:38:51
2019-12,6호선,2641,고려대(종암),"267,084","254,912","38,123","38,792",2020-01-03 12:38:51
2019-12,6호선,2642,월곡(동덕여대),"322,124","307,310","81,489","81,081",2020-01-03 12:38:51
2019-12,6호선,2643,상월곡(한국과학기술연구원),"165,558","147,778","44,956","43,549",2020-01-03 12:38:51
2019-12,6호선,2644,돌곶이,"221,402","203,273","63,568","62,691",2020-01-03 12:38:51
2019-12,6호선,2645,석계,"334,434","340,038","84,361","84,584",2020-01-03 12:38:51
2019-12,6호선,2646,태릉입구,"145,933","176,095","33,167","34,859",2020-01-03 12:38:51
2019-12,6호선,2647,화랑대(서울여대입구),"353,971","259,319","52,391","46,471",2020-01-03 12:38:51
2019-12,6호선,2648,봉화산(서울의료원),"258,644","229,162","57,254","55,838",2020-01-03 12:38:51
2019-12,6호선,2649,신내,3,0,0,0,2020-01-03 12:38:51
2019-12,7호선,2711,장암,"66,494","22,442","8,691","5,462",2020-01-03 12:38:51
2019-12,7호선,2712,도봉산,"246,520","285,412","42,067","60,335",2020-01-03 12:38:51
2019-12,7호선,2713,수락산,"327,421","319,056","95,837","96,708",2020-01-03 12:38:51
2019-12,7호선,2714,마들,"297,513","271,329","84,988","85,066",2020-01-03 12:38:51
2019-12,7호선,2715,노원,"543,646","585,338","129,409","128,685",2020-01-03 12:38:51
2019-12,7호선,2716,중계,"394,007","354,782","102,299","99,237",2020-01-03 12:38:51
2019-12,7호선,2717,하계,"506,000","472,050","115,361","109,600",2020-01-03 12:38:51
2019-12,7호선,2718,공릉(서울과학기술대),"330,309","322,747","75,010","74,920",2020-01-03 12:38:51
2019-12,7호선,2719,태릉입구,"240,069","221,820","45,655","42,831",2020-01-03 12:38:51
2019-12,7호선,2720,먹골,"268,251","256,596","67,824","69,449",2020-01-03 12:38:51
2019-12,7호선,2721,중화,"292,374","280,949","69,874","69,162",2020-01-03 12:38:51
2019-12,7호선,2722,상봉(시외버스터미널),"482,842","460,497","79,765","76,806",2020-01-03 12:38:51
2019-12,7호선,2723,면목,"402,722","382,258","100,907","102,676",2020-01-03 12:38:51
2019-12,7호선,2724,사가정,"401,550","397,158","104,770","104,537",2020-01-03 12:38:51
2019-12,7호선,2725,용마산,"156,262","142,271","37,922","40,872",2020-01-03 12:38:51
2019-12,7호선,2726,중곡,"261,005","234,741","65,588","65,898",2020-01-03 12:38:51
2019-12,7호선,2727,군자(능동),"387,214","290,443","85,773","72,602",2020-01-03 12:38:51
2019-12,7호선,2728,어린이대공원(세종대),"437,908","438,438","42,752","42,745",2020-01-03 12:38:51
2019-12,7호선,2729,건대입구,"455,679","494,188","65,455","59,932",2020-01-03 12:38:51
2019-12,7호선,2730,뚝섬유원지,"187,354","178,778","40,723","40,745",2020-01-03 12:38:51
2019-12,7호선,2731,청담,"526,418","614,657","81,974","80,082",2020-01-03 12:38:51
2019-12,7호선,2732,강남구청,"418,383","476,212","50,914","51,017",2020-01-03 12:38:51
2019-12,7호선,2733,학동,"599,341","660,609","65,257","62,104",2020-01-03 12:38:51
2019-12,7호선,2734,논현,"538,941","603,429","56,465","55,997",2020-01-03 12:38:51
2019-12,7호선,2735,반포,"169,812","166,215","37,622","36,288",2020-01-03 12:38:51
2019-12,7호선,2736,고속터미널,"587,277","474,621","91,500","81,062",2020-01-03 12:38:51
2019-12,7호선,2737,내방,"357,387","370,086","72,506","71,125",2020-01-03 12:38:51
2019-12,7호선,2738,이수,"456,936","449,306","88,685","84,170",2020-01-03 12:38:51
2019-12,7호선,2739,남성,"290,175","262,122","77,217","76,438",2020-01-03 12:38:51
2019-12,7호선,2740,숭실대입구(살피재),"398,650","391,444","66,018","67,950",2020-01-03 12:38:51
2019-12,7호선,2741,상도,"310,495","301,334","64,654","61,009",2020-01-03 12:38:51
2019-12,7호선,2742,장승배기,"262,950","249,748","81,059","81,954",2020-01-03 12:38:51
2019-12,7호선,2743,신대방삼거리,"431,650","402,314","100,804","102,365",2020-01-03 12:38:51
2019-12,7호선,2744,보라매,"251,302","252,376","55,329","54,973",2020-01-03 12:38:51
2019-12,7호선,2745,신풍,"295,673","277,917","74,360","74,446",2020-01-03 12:38:51
2019-12,7호선,2746,대림(구로구청),"288,338","293,357","38,636","37,501",2020-01-03 12:38:51
2019-12,7호선,2747,남구로,"430,378","460,773","64,660","64,808",2020-01-03 12:38:51
2019-12,7호선,2748,가산디지털단지,"1,134,439","1,132,397","81,191","76,589",2020-01-03 12:38:51
2019-12,7호선,2749,철산,"638,576","654,537","110,714","110,555",2020-01-03 12:38:51
2019-12,7호선,2750,광명사거리,"639,387","615,674","162,465","165,158",2020-01-03 12:38:51
2019-12,7호선,2751,천왕,"261,446","231,850","54,536","53,828",2020-01-03 12:38:51
2019-12,7호선,2752,온수(성공회대입구),"293,777","281,427","40,849","39,816",2020-01-03 12:38:51
2019-12,7호선,2753,까치울,"208,048","196,723","28,878","28,707",2020-01-03 12:38:51
2019-12,7호선,2754,부천종합운동장,"131,111","106,387","18,635","18,039",2020-01-03 12:38:51
2019-12,7호선,2755,춘의,"243,696","235,357","33,150","32,236",2020-01-03 12:38:51
2019-12,7호선,2756,신중동,"409,708","407,955","61,733","59,855",2020-01-03 12:38:51
2019-12,7호선,2757,부천시청,"353,936","354,555","56,962","55,023",2020-01-03 12:38:51
2019-12,7호선,2758,상동,"405,749","422,260","59,265","59,134",2020-01-03 12:38:51
2019-12,7호선,2759,삼산체육관,"143,912","128,210","28,713","27,799",2020-01-03 12:38:51
2019-12,7호선,2760,굴포천,"258,005","269,513","39,836","40,427",2020-01-03 12:38:51
2019-12,7호선,2761,부평구청,"342,338","272,724","34,809","31,853",2020-01-03 12:38:51
2019-12,8호선,2811,암사,"482,248","413,393","106,724","104,900",2020-01-03 12:38:51
2019-12,8호선,2812,천호(풍납토성),"475,855","567,434","98,052","93,027",2020-01-03 12:38:51
2019-12,8호선,2813,강동구청,"268,227","274,409","71,468","72,794",2020-01-03 12:38:51
2019-12,8호선,2814,몽촌토성(평화의문),"140,489","151,044","35,980","35,482",2020-01-03 12:38:51
2019-12,8호선,2815,잠실(송파구청),"463,400","548,312","82,228","79,301",2020-01-03 12:38:51
2019-12,8호선,2816,석촌,"197,973","235,893","55,905","59,239",2020-01-03 12:38:51
2019-12,8호선,2817,송파,"244,880","230,819","63,973","62,235",2020-01-03 12:38:51
2019-12,8호선,2818,가락시장,"199,562","236,914","66,534","68,182",2020-01-03 12:38:51
2019-12,8호선,2819,문정,"526,853","546,528","61,511","61,183",2020-01-03 12:38:51
2019-12,8호선,2820,장지,"525,265","494,523","82,753","78,852",2020-01-03 12:38:51
2019-12,8호선,2821,복정,"303,715","251,145","51,251","46,462",2020-01-03 12:38:51
2019-12,8호선,2822,산성,"142,505","134,236","34,282","36,551",2020-01-03 12:38:51
2019-12,8호선,2823,남한산성입구(성남법원.검찰청),"364,934","326,877","81,570","77,942",2020-01-03 12:38:51
2019-12,8호선,2824,단대오거리,"272,472","251,714","72,560","69,862",2020-01-03 12:38:51
2019-12,8호선,2825,신흥,"109,805","119,278","48,335","50,179",2020-01-03 12:38:51
2019-12,8호선,2826,수진,"132,651","119,098","53,907","53,701",2020-01-03 12:38:51
2019-12,8호선,2827,모란,"99,102","80,032","57,757","41,494",2020-01-03 12:38:51
2019-12,9호선,4101,개화,"72,085","49,627","14,352","11,401",2020-01-03 12:38:51
2019-12,9호선,4102,김포공항,"283,176","387,166","23,653","26,362",2020-01-03 12:38:51
2019-12,9호선,4103,공항시장,"67,572","75,322","25,386","27,534",2020-01-03 12:38:51
2019-12,9호선,4104,신방화,"173,003","167,089","45,906","45,949",2020-01-03 12:38:51
2019-12,9호선,4105,마곡나루,"293,926","290,553","25,878","24,945",2020-01-03 12:38:51
2019-12,9호선,4106,양천향교,"232,549","236,826","44,688","44,335",2020-01-03 12:38:51
2019-12,9호선,4107,가양,"523,560","504,629","134,491","130,068",2020-01-03 12:38:51
2019-12,9호선,4108,증미,"166,056","166,609","44,503","45,351",2020-01-03 12:38:51
2019-12,9호선,4109,등촌,"240,939","241,254","85,756","86,409",2020-01-03 12:38:51
2019-12,9호선,4110,염창,"471,336","447,260","72,890","71,423",2020-01-03 12:38:51
2019-12,9호선,4111,신목동,"104,059","90,773","20,184","19,228",2020-01-03 12:38:51
2019-12,9호선,4112,선유도,"189,750","181,849","26,692","26,151",2020-01-03 12:38:51
2019-12,9호선,4113,당산,"525,258","508,230","74,189","68,418",2020-01-03 12:38:51
2019-12,9호선,4114,국회의사당,"461,285","454,731","82,637","72,715",2020-01-03 12:38:51
2019-12,9호선,4115,여의도,"641,367","620,598","50,562","47,276",2020-01-03 12:38:51
2019-12,9호선,4116,샛강,"135,334","144,337","30,189","30,084",2020-01-03 12:38:51
2019-12,9호선,4117,노량진,"864,226","892,913","114,386","114,783",2020-01-03 12:38:51
2019-12,9호선,4118,노들,"112,940","94,721","35,077","32,165",2020-01-03 12:38:51
2019-12,9호선,4119,흑석(중앙대입구),"250,678","259,119","60,650","62,218",2020-01-03 12:38:51
2019-12,9호선,4120,동작(현충원),"45,793","35,747","13,133","10,816",2020-01-03 12:38:51
2019-12,9호선,4121,구반포,"74,166","79,324","27,314","27,923",2020-01-03 12:38:51
2019-12,9호선,4122,신반포,"75,134","74,268","22,703","22,942",2020-01-03 12:38:51
2019-12,9호선,4123,고속터미널,"397,749","633,769","60,816","75,143",2020-01-03 12:38:51
2019-12,9호선,4124,사평,"86,041","82,390","18,796","19,280",2020-01-03 12:38:51
2019-12,9호선,4125,신논현,"1,063,535","1,095,786","65,383","62,732",2020-01-03 12:38:51
2019-12,공항철도 1호선,4201,서울역,"413,894","354,412","38,653","35,059",2020-01-03 12:38:51
2019-12,공항철도 1호선,4202,공덕,"69,342","95,790","7,656","9,160",2020-01-03 12:38:51
2019-12,공항철도 1호선,4203,홍대입구,"401,993","403,224","18,695","17,699",2020-01-03 12:38:51
2019-12,공항철도 1호선,4204,디지털미디어시티,"363,750","324,759","26,987","25,004",2020-01-03 12:38:51
2019-12,공항철도 1호선,4206,마곡나루,"177,041","163,430","9,365","9,540",2020-01-03 12:38:51
2019-12,공항철도 1호선,4207,김포공항,"334,352","188,500","22,942","14,894",2020-01-03 12:38:51
2019-12,공항철도 1호선,4208,계양,"288,488","259,196","29,371","27,701",2020-01-03 12:38:51
2019-12,공항철도 1호선,4209,검암,"230,729","219,717","19,703","19,081",2020-01-03 12:38:51
2019-12,공항철도 1호선,4210,청라국제도시,"199,729","184,860","12,418","12,413",2020-01-03 12:38:51
2019-12,공항철도 1호선,4211,운서,"215,818","223,892","25,351","24,992",2020-01-03 12:38:51
2019-12,공항철도 1호선,4212,공항화물청사,"66,029","74,763","8,319","8,015",2020-01-03 12:38:51
2019-12,공항철도 1호선,4213,인천공항1터미널,"478,312","472,611","34,186","32,638",2020-01-03 12:38:51
2019-12,공항철도 1호선,4215,인천공항2터미널,"163,917","140,220","15,740","14,061",2020-01-03 12:38:51
2019-12,공항철도 1호선,4217,영종,"75,585","77,516","18,086","18,482",2020-01-03 12:38:51
2019-12,9호선2~3단계,4126,언주,"264,414","264,080","28,855","28,888",2020-01-03 12:38:51
2019-12,9호선2~3단계,4127,선정릉,"243,242","264,768","28,202","28,926",2020-01-03 12:38:51
2019-12,9호선2~3단계,4128,삼성중앙,"164,619","172,706","25,364","25,200",2020-01-03 12:38:51
2019-12,9호선2~3단계,4129,봉은사,"613,139","632,524","56,618","53,899",2020-01-03 12:38:51
2019-12,9호선2~3단계,4130,종합운동장,"134,446","119,675","19,933","17,586",2020-01-03 12:38:51
2019-12,9호선2~3단계,4131,삼전,"151,544","149,863","35,150","34,570",2020-01-03 12:38:51
2019-12,9호선2~3단계,4132,석촌고분,"132,048","129,072","34,837","34,556",2020-01-03 12:38:51
2019-12,9호선2~3단계,4133,석촌,"196,529","162,388","32,646","27,885",2020-01-03 12:38:51
2019-12,9호선2~3단계,4134,송파나루,"108,760","116,836","26,457","27,159",2020-01-03 12:38:51
2019-12,9호선2~3단계,4135,한성백제,"62,532","55,127","14,369","13,042",2020-01-03 12:38:51
2019-12,9호선2~3단계,4136,올림픽공원(한국체대),"243,197","252,302","21,761","21,662",2020-01-03 12:38:51
2019-12,9호선2~3단계,4137,둔촌오륜,"26,205","23,612","6,515","6,357",2020-01-03 12:38:51
2019-12,9호선2~3단계,4138,중앙보훈병원,"198,508","172,947","71,399","71,563",2020-01-03 12:38:51
2019-12,우이신설선,4701,북한산우이,"55,469","47,794","36,613","37,111",2020-01-03 12:38:51
2019-12,우이신설선,4702,솔밭공원,"46,721","42,670","28,547","29,049",2020-01-03 12:38:51
2019-12,우이신설선,4703,4.19민주묘지,"61,832","59,882","32,442","30,206",2020-01-03 12:38:51
2019-12,우이신설선,4704,가오리,"81,089","75,437","48,020","49,475",2020-01-03 12:38:51
2019-12,우이신설선,4705,화계,"61,619","53,887","43,611","44,977",2020-01-03 12:38:51
2019-12,우이신설선,4706,삼양,"35,205","36,368","27,922","30,790",2020-01-03 12:38:51
2019-12,우이신설선,4707,삼양사거리,"39,185","39,733","36,617","37,654",2020-01-03 12:38:51
2019-12,우이신설선,4708,솔샘,"140,718","123,338","39,223","39,597",2020-01-03 12:38:51
2019-12,우이신설선,4709,북한산보국문,"150,019","132,980","44,111","44,618",2020-01-03 12:38:51
2019-12,우이신설선,4710,정릉,"93,911","83,752","48,920","46,441",2020-01-03 12:38:51
2019-12,우이신설선,4711,성신여대입구(돈암),"83,706","99,958","34,107","32,401",2020-01-03 12:38:51
2019-12,우이신설선,4712,보문,"33,467","33,836","16,267","16,860",2020-01-03 12:38:51
2019-12,우이신설선,4713,신설동,"39,762","41,834","24,959","22,610",2020-01-03 12:38:51
